age,gender,state,category,annual_income,occupation,employment_status,education_level,family_size,land_holding,bpl_card,disability_status,scheme_name,scheme_category,eligible,citizen_id
18,Female,Maharashtra,SC,84446.87,Student,Student,Diploma,5,0.0,False,False,PM Kisan,Agriculture,False,290
18,Female,Maharashtra,SC,84446.87,Student,Student,Diploma,5,0.0,False,False,Post Matric Scholarship,Education,False,290
18,Female,Maharashtra,SC,84446.87,Student,Student,Diploma,5,0.0,False,False,Ayushman Bharat,Healthcare,False,290
18,Female,Maharashtra,SC,84446.87,Student,Student,Diploma,5,0.0,False,False,PM Awas Yojana,Housing,False,290
18,Female,Maharashtra,SC,84446.87,Student,Student,Diploma,5,0.0,False,False,Skill India,Employment,False,290
64,Other,Tamil Nadu,SC,75128.25,Farmer,Self-Employed,Secondary,5,2.34,False,False,PM Kisan,Agriculture,True,291
64,Other,Tamil Nadu,SC,75128.25,Farmer,Self-Employed,Secondary,5,2.34,False,False,Post Matric Scholarship,Education,False,291
64,Other,Tamil Nadu,SC,75128.25,Farmer,Self-Employed,Secondary,5,2.34,False,False,Ayushman Bharat,Healthcare,False,291
64,Other,Tamil Nadu,SC,75128.25,Farmer,Self-Employed,Secondary,5,2.34,False,False,PM Awas Yojana,Housing,False,291
64,Other,Tamil Nadu,SC,75128.25,Farmer,Self-Employed,Secondary,5,2.34,False,False,Skill India,Employment,False,291
48,Other,Maharashtra,OBC,95752.7,Unemployed,Unemployed,Primary,5,0.0,False,False,PM Kisan,Agriculture,False,292
48,Other,Maharashtra,OBC,95752.7,Unemployed,Unemployed,Primary,5,0.0,False,False,Post Matric Scholarship,Education,False,292
48,Other,Maharashtra,OBC,95752.7,Unemployed,Unemployed,Primary,5,0.0,False,False,Ayushman Bharat,Healthcare,False,292
48,Other,Maharashtra,OBC,95752.7,Unemployed,Unemployed,Primary,5,0.0,False,False,PM Awas Yojana,Housing,False,292
48,Other,Maharashtra,OBC,95752.7,Unemployed,Unemployed,Primary,5,0.0,False,False,Skill India,Employment,False,292
32,Female,Tamil Nadu,SC,673082.3,Government Employee,Employed,Graduate,2,0.0,False,False,PM Kisan,Agriculture,False,293
32,Female,Tamil Nadu,SC,673082.3,Government Employee,Employed,Graduate,2,0.0,False,False,Post Matric Scholarship,Education,False,293
32,Female,Tamil Nadu,SC,673082.3,Government Employee,Employed,Graduate,2,0.0,False,False,Ayushman Bharat,Healthcare,False,293
32,Female,Tamil Nadu,SC,673082.3,Government Employee,Employed,Graduate,2,0.0,False,False,PM Awas Yojana,Housing,False,293
32,Female,Tamil Nadu,SC,673082.3,Government Employee,Employed,Graduate,2,0.0,False,False,Skill India,Employment,False,293
24,Other,Karnataka,OBC,50447.39,Student,Student,Graduate,5,0.0,False,False,PM Kisan,Agriculture,False,294
24,Other,Karnataka,OBC,50447.39,Student,Student,Graduate,5,0.0,False,False,Post Matric Scholarship,Education,True,294
24,Other,Karnataka,OBC,50447.39,Student,Student,Graduate,5,0.0,False,False,Ayushman Bharat,Healthcare,False,294
24,Other,Karnataka,OBC,50447.39,Student,Student,Graduate,5,0.0,False,False,PM Awas Yojana,Housing,False,294
24,Other,Karnataka,OBC,50447.39,Student,Student,Graduate,5,0.0,False,False,Skill India,Employment,True,294
48,Female,Tamil Nadu,ST,449642.28,Private Employee,Employed,Graduate,2,0.0,False,False,PM Kisan,Agriculture,False,295
48,Female,Tamil Nadu,ST,449642.28,Private Employee,Employed,Graduate,2,0.0,False,False,Post Matric Scholarship,Education,False,295
48,Female,Tamil Nadu,ST,449642.28,Private Employee,Employed,Graduate,2,0.0,False,False,Ayushman Bharat,Healthcare,False,295
48,Female,Tamil Nadu,ST,449642.28,Private Employee,Employed,Graduate,2,0.0,False,False,PM Awas Yojana,Housing,False,295
48,Female,Tamil Nadu,ST,449642.28,Private Employee,Employed,Graduate,2,0.0,False,False,Skill India,Employment,False,295
33,Female,Kerala,SC,1041191.25,Private Employee,Employed,Diploma,6,0.0,False,False,PM Kisan,Agriculture,False,296
33,Female,Kerala,SC,1041191.25,Private Employee,Employed,Diploma,6,0.0,False,False,Post Matric Scholarship,Education,False,296
33,Female,Kerala,SC,1041191.25,Private Employee,Employed,Diploma,6,0.0,False,False,Ayushman Bharat,Healthcare,False,296
33,Female,Kerala,SC,1041191.25,Private Employee,Employed,Diploma,6,0.0,False,False,PM Awas Yojana,Housing,False,296
33,Female,Kerala,SC,1041191.25,Private Employee,Employed,Diploma,6,0.0,False,False,Skill India,Employment,False,296
35,Female,Maharashtra,OBC,108830.26,Farmer,Self-Employed,Primary,4,4.57,False,True,PM Kisan,Agriculture,True,297
35,Female,Maharashtra,OBC,108830.26,Farmer,Self-Employed,Primary,4,4.57,False,True,Post Matric Scholarship,Education,False,297
35,Female,Maharashtra,OBC,108830.26,Farmer,Self-Employed,Primary,4,4.57,False,True,Ayushman Bharat,Healthcare,False,297
35,Female,Maharashtra,OBC,108830.26,Farmer,Self-Employed,Primary,4,4.57,False,True,PM Awas Yojana,Housing,False,297
35,Female,Maharashtra,OBC,108830.26,Farmer,Self-Employed,Primary,4,4.57,False,True,Skill India,Employment,False,297
24,Female,Karnataka,SC,68128.79,Student,Unemployed,Higher Secondary,4,0.0,True,True,PM Kisan,Agriculture,False,298
24,Female,Karnataka,SC,68128.79,Student,Unemployed,Higher Secondary,4,0.0,True,True,Post Matric Scholarship,Education,False,298
24,Female,Karnataka,SC,68128.79,Student,Unemployed,Higher Secondary,4,0.0,True,True,Ayushman Bharat,Healthcare,True,298
24,Female,Karnataka,SC,68128.79,Student,Unemployed,Higher Secondary,4,0.0,True,True,PM Awas Yojana,Housing,True,298
24,Female,Karnataka,SC,68128.79,Student,Unemployed,Higher Secondary,4,0.0,True,True,Skill India,Employment,True,298
22,Other,Tamil Nadu,OBC,42835.28,Unemployed,Unemployed,Higher Secondary,4,0.0,True,True,PM Kisan,Agriculture,False,299
22,Other,Tamil Nadu,OBC,42835.28,Unemployed,Unemployed,Higher Secondary,4,0.0,True,True,Post Matric Scholarship,Education,False,299
22,Other,Tamil Nadu,OBC,42835.28,Unemployed,Unemployed,Higher Secondary,4,0.0,True,True,Ayushman Bharat,Healthcare,True,299
22,Other,Tamil Nadu,OBC,42835.28,Unemployed,Unemployed,Higher Secondary,4,0.0,True,True,PM Awas Yojana,Housing,True,299
22,Other,Tamil Nadu,OBC,42835.28,Unemployed,Unemployed,Higher Secondary,4,0.0,True,True,Skill India,Employment,True,299
46,Female,Karnataka,General,58566.21,Unemployed,Unemployed,Higher Secondary,3,0.0,False,True,PM Kisan,Agriculture,False,300
46,Female,Karnataka,General,58566.21,Unemployed,Unemployed,Higher Secondary,3,0.0,False,True,Post Matric Scholarship,Education,False,300
46,Female,Karnataka,General,58566.21,Unemployed,Unemployed,Higher Secondary,3,0.0,False,True,Ayushman Bharat,Healthcare,False,300
46,Female,Karnataka,General,58566.21,Unemployed,Unemployed,Higher Secondary,3,0.0,False,True,PM Awas Yojana,Housing,False,300
46,Female,Karnataka,General,58566.21,Unemployed,Unemployed,Higher Secondary,3,0.0,False,True,Skill India,Employment,True,300
32,Other,Karnataka,SC,0.0,Homemaker,Unemployed,Graduate,6,2.43,False,True,PM Kisan,Agriculture,False,301
32,Other,Karnataka,SC,0.0,Homemaker,Unemployed,Graduate,6,2.43,False,True,Post Matric Scholarship,Education,False,301
32,Other,Karnataka,SC,0.0,Homemaker,Unemployed,Graduate,6,2.43,False,True,Ayushman Bharat,Healthcare,False,301
32,Other,Karnataka,SC,0.0,Homemaker,Unemployed,Graduate,6,2.43,False,True,PM Awas Yojana,Housing,False,301
32,Other,Karnataka,SC,0.0,Homemaker,Unemployed,Graduate,6,2.43,False,True,Skill India,Employment,False,301
34,Other,Delhi,ST,1100439.77,Private Employee,Employed,Diploma,6,0.0,False,True,PM Kisan,Agriculture,False,302
34,Other,Delhi,ST,1100439.77,Private Employee,Employed,Diploma,6,0.0,False,True,Post Matric Scholarship,Education,False,302
34,Other,Delhi,ST,1100439.77,Private Employee,Employed,Diploma,6,0.0,False,True,Ayushman Bharat,Healthcare,False,302
34,Other,Delhi,ST,1100439.77,Private Employee,Employed,Diploma,6,0.0,False,True,PM Awas Yojana,Housing,False,302
34,Other,Delhi,ST,1100439.77,Private Employee,Employed,Diploma,6,0.0,False,True,Skill India,Employment,False,302
30,Other,Maharashtra,OBC,223995.72,Farmer,Self-Employed,Higher Secondary,5,3.08,False,True,PM Kisan,Agriculture,False,303
30,Other,Maharashtra,OBC,223995.72,Farmer,Self-Employed,Higher Secondary,5,3.08,False,True,Post Matric Scholarship,Education,False,303
30,Other,Maharashtra,OBC,223995.72,Farmer,Self-Employed,Higher Secondary,5,3.08,False,True,Ayushman Bharat,Healthcare,False,303
30,Other,Maharashtra,OBC,223995.72,Farmer,Self-Employed,Higher Secondary,5,3.08,False,True,PM Awas Yojana,Housing,False,303
30,Other,Maharashtra,OBC,223995.72,Farmer,Self-Employed,Higher Secondary,5,3.08,False,True,Skill India,Employment,False,303
59,Male,Tamil Nadu,SC,128022.83,Farmer,Self-Employed,Secondary,4,6.1,True,False,PM Kisan,Agriculture,True,304
59,Male,Tamil Nadu,SC,128022.83,Farmer,Self-Employed,Secondary,4,6.1,True,False,Post Matric Scholarship,Education,False,304
59,Male,Tamil Nadu,SC,128022.83,Farmer,Self-Employed,Secondary,4,6.1,True,False,Ayushman Bharat,Healthcare,True,304
59,Male,Tamil Nadu,SC,128022.83,Farmer,Self-Employed,Secondary,4,6.1,True,False,PM Awas Yojana,Housing,True,304
59,Male,Tamil Nadu,SC,128022.83,Farmer,Self-Employed,Secondary,4,6.1,True,False,Skill India,Employment,False,304
33,Male,Delhi,OBC,362472.4,Private Employee,Employed,Post Graduate,2,0.0,False,True,PM Kisan,Agriculture,False,305
33,Male,Delhi,OBC,362472.4,Private Employee,Employed,Post Graduate,2,0.0,False,True,Post Matric Scholarship,Education,False,305
33,Male,Delhi,OBC,362472.4,Private Employee,Employed,Post Graduate,2,0.0,False,True,Ayushman Bharat,Healthcare,False,305
33,Male,Delhi,OBC,362472.4,Private Employee,Employed,Post Graduate,2,0.0,False,True,PM Awas Yojana,Housing,False,305
33,Male,Delhi,OBC,362472.4,Private Employee,Employed,Post Graduate,2,0.0,False,True,Skill India,Employment,False,305
51,Male,Kerala,SC,177019.59,Farmer,Self-Employed,Secondary,4,7.33,False,False,PM Kisan,Agriculture,True,306
51,Male,Kerala,SC,177019.59,Farmer,Self-Employed,Secondary,4,7.33,False,False,Post Matric Scholarship,Education,False,306
51,Male,Kerala,SC,177019.59,Farmer,Self-Employed,Secondary,4,7.33,False,False,Ayushman Bharat,Healthcare,False,306
51,Male,Kerala,SC,177019.59,Farmer,Self-Employed,Secondary,4,7.33,False,False,PM Awas Yojana,Housing,False,306
51,Male,Kerala,SC,177019.59,Farmer,Self-Employed,Secondary,4,7.33,False,False,Skill India,Employment,False,306
26,Other,Maharashtra,SC,627023.03,Private Employee,Employed,Diploma,2,0.0,False,False,PM Kisan,Agriculture,False,307
26,Other,Maharashtra,SC,627023.03,Private Employee,Employed,Diploma,2,0.0,False,False,Post Matric Scholarship,Education,False,307
26,Other,Maharashtra,SC,627023.03,Private Employee,Employed,Diploma,2,0.0,False,False,Ayushman Bharat,Healthcare,False,307
26,Other,Maharashtra,SC,627023.03,Private Employee,Employed,Diploma,2,0.0,False,False,PM Awas Yojana,Housing,False,307
26,Other,Maharashtra,SC,627023.03,Private Employee,Employed,Diploma,2,0.0,False,False,Skill India,Employment,False,307
36,Other,Karnataka,SC,691384.79,Private Employee,Employed,Diploma,6,0.0,False,True,PM Kisan,Agriculture,False,308
36,Other,Karnataka,SC,691384.79,Private Employee,Employed,Diploma,6,0.0,False,True,Post Matric Scholarship,Education,False,308
36,Other,Karnataka,SC,691384.79,Private Employee,Employed,Diploma,6,0.0,False,True,Ayushman Bharat,Healthcare,False,308
36,Other,Karnataka,SC,691384.79,Private Employee,Employed,Diploma,6,0.0,False,True,PM Awas Yojana,Housing,False,308
36,Other,Karnataka,SC,691384.79,Private Employee,Employed,Diploma,6,0.0,False,True,Skill India,Employment,False,308
53,Other,Kerala,OBC,112786.25,Farmer,Self-Employed,Primary,5,3.08,True,True,PM Kisan,Agriculture,True,309
53,Other,Kerala,OBC,112786.25,Farmer,Self-Employed,Primary,5,3.08,True,True,Post Matric Scholarship,Education,False,309
53,Other,Kerala,OBC,112786.25,Farmer,Self-Employed,Primary,5,3.08,True,True,Ayushman Bharat,Healthcare,True,309
53,Other,Kerala,OBC,112786.25,Farmer,Self-Employed,Primary,5,3.08,True,True,PM Awas Yojana,Housing,True,309
53,Other,Kerala,OBC,112786.25,Farmer,Self-Employed,Primary,5,3.08,True,True,Skill India,Employment,False,309
24,Male,Delhi,SC,28565.28,Student,Student,Graduate,3,0.0,False,False,PM Kisan,Agriculture,False,310
24,Male,Delhi,SC,28565.28,Student,Student,Graduate,3,0.0,False,False,Post Matric Scholarship,Education,True,310
24,Male,Delhi,SC,28565.28,Student,Student,Graduate,3,0.0,False,False,Ayushman Bharat,Healthcare,False,310
24,Male,Delhi,SC,28565.28,Student,Student,Graduate,3,0.0,False,False,PM Awas Yojana,Housing,False,310
24,Male,Delhi,SC,28565.28,Student,Student,Graduate,3,0.0,False,False,Skill India,Employment,True,310
57,Female,Kerala,OBC,219148.45,Farmer,Self-Employed,Secondary,7,3.15,False,False,PM Kisan,Agriculture,False,311
57,Female,Kerala,OBC,219148.45,Farmer,Self-Employed,Secondary,7,3.15,False,False,Post Matric Scholarship,Education,False,311
57,Female,Kerala,OBC,219148.45,Farmer,Self-Employed,Secondary,7,3.15,False,False,Ayushman Bharat,Healthcare,False,311
57,Female,Kerala,OBC,219148.45,Farmer,Self-Employed,Secondary,7,3.15,False,False,PM Awas Yojana,Housing,False,311
57,Female,Kerala,OBC,219148.45,Farmer,Self-Employed,Secondary,7,3.15,False,False,Skill India,Employment,False,311
37,Other,Delhi,OBC,0.0,Homemaker,Unemployed,Primary,7,1.38,True,False,PM Kisan,Agriculture,False,312
37,Other,Delhi,OBC,0.0,Homemaker,Unemployed,Primary,7,1.38,True,False,Post Matric Scholarship,Education,False,312
37,Other,Delhi,OBC,0.0,Homemaker,Unemployed,Primary,7,1.38,True,False,Ayushman Bharat,Healthcare,True,312
37,Other,Delhi,OBC,0.0,Homemaker,Unemployed,Primary,7,1.38,True,False,PM Awas Yojana,Housing,True,312
37,Other,Delhi,OBC,0.0,Homemaker,Unemployed,Primary,7,1.38,True,False,Skill India,Employment,False,312
22,Female,Maharashtra,SC,138997.9,Student,Student,Higher Secondary,6,0.0,False,False,PM Kisan,Agriculture,False,313
22,Female,Maharashtra,SC,138997.9,Student,Student,Higher Secondary,6,0.0,False,False,Post Matric Scholarship,Education,True,313
22,Female,Maharashtra,SC,138997.9,Student,Student,Higher Secondary,6,0.0,False,False,Ayushman Bharat,Healthcare,False,313
22,Female,Maharashtra,SC,138997.9,Student,Student,Higher Secondary,6,0.0,False,False,PM Awas Yojana,Housing,False,313
22,Female,Maharashtra,SC,138997.9,Student,Student,Higher Secondary,6,0.0,False,False,Skill India,Employment,True,313
56,Female,Maharashtra,General,162795.99,Farmer,Self-Employed,Secondary,7,6.4,True,True,PM Kisan,Agriculture,True,314
56,Female,Maharashtra,General,162795.99,Farmer,Self-Employed,Secondary,7,6.4,True,True,Post Matric Scholarship,Education,False,314
56,Female,Maharashtra,General,162795.99,Farmer,Self-Employed,Secondary,7,6.4,True,True,Ayushman Bharat,Healthcare,True,314
56,Female,Maharashtra,General,162795.99,Farmer,Self-Employed,Secondary,7,6.4,True,True,PM Awas Yojana,Housing,True,314
56,Female,Maharashtra,General,162795.99,Farmer,Self-Employed,Secondary,7,6.4,True,True,Skill India,Employment,False,314
39,Male,Delhi,General,1261822.45,Private Employee,Employed,Graduate,6,0.0,False,True,PM Kisan,Agriculture,False,315
39,Male,Delhi,General,1261822.45,Private Employee,Employed,Graduate,6,0.0,False,True,Post Matric Scholarship,Education,False,315
39,Male,Delhi,General,1261822.45,Private Employee,Employed,Graduate,6,0.0,False,True,Ayushman Bharat,Healthcare,False,315
39,Male,Delhi,General,1261822.45,Private Employee,Employed,Graduate,6,0.0,False,True,PM Awas Yojana,Housing,False,315
39,Male,Delhi,General,1261822.45,Private Employee,Employed,Graduate,6,0.0,False,True,Skill India,Employment,False,315
60,Male,Delhi,SC,619494.6,Private Employee,Employed,Diploma,6,0.0,False,True,PM Kisan,Agriculture,False,316
60,Male,Delhi,SC,619494.6,Private Employee,Employed,Diploma,6,0.0,False,True,Post Matric Scholarship,Education,False,316
60,Male,Delhi,SC,619494.6,Private Employee,Employed,Diploma,6,0.0,False,True,Ayushman Bharat,Healthcare,False,316
60,Male,Delhi,SC,619494.6,Private Employee,Employed,Diploma,6,0.0,False,True,PM Awas Yojana,Housing,False,316
60,Male,Delhi,SC,619494.6,Private Employee,Employed,Diploma,6,0.0,False,True,Skill India,Employment,False,316
34,Other,Delhi,General,10093.21,Unemployed,Unemployed,Higher Secondary,6,0.0,True,True,PM Kisan,Agriculture,False,317
34,Other,Delhi,General,10093.21,Unemployed,Unemployed,Higher Secondary,6,0.0,True,True,Post Matric Scholarship,Education,False,317
34,Other,Delhi,General,10093.21,Unemployed,Unemployed,Higher Secondary,6,0.0,True,True,Ayushman Bharat,Healthcare,True,317
34,Other,Delhi,General,10093.21,Unemployed,Unemployed,Higher Secondary,6,0.0,True,True,PM Awas Yojana,Housing,True,317
34,Other,Delhi,General,10093.21,Unemployed,Unemployed,Higher Secondary,6,0.0,True,True,Skill India,Employment,True,317
41,Male,Kerala,SC,0.0,Homemaker,Unemployed,Higher Secondary,7,2.98,False,True,PM Kisan,Agriculture,False,318
41,Male,Kerala,SC,0.0,Homemaker,Unemployed,Higher Secondary,7,2.98,False,True,Post Matric Scholarship,Education,False,318
41,Male,Kerala,SC,0.0,Homemaker,Unemployed,Higher Secondary,7,2.98,False,True,Ayushman Bharat,Healthcare,False,318
41,Male,Kerala,SC,0.0,Homemaker,Unemployed,Higher Secondary,7,2.98,False,True,PM Awas Yojana,Housing,False,318
41,Male,Kerala,SC,0.0,Homemaker,Unemployed,Higher Secondary,7,2.98,False,True,Skill India,Employment,False,318
49,Female,Karnataka,General,613533.9,Business,Self-Employed,Higher Secondary,4,1.39,False,True,PM Kisan,Agriculture,False,319
49,Female,Karnataka,General,613533.9,Business,Self-Employed,Higher Secondary,4,1.39,False,True,Post Matric Scholarship,Education,False,319
49,Female,Karnataka,General,613533.9,Business,Self-Employed,Higher Secondary,4,1.39,False,True,Ayushman Bharat,Healthcare,False,319
49,Female,Karnataka,General,613533.9,Business,Self-Employed,Higher Secondary,4,1.39,False,True,PM Awas Yojana,Housing,False,319
49,Female,Karnataka,General,613533.9,Business,Self-Employed,Higher Secondary,4,1.39,False,True,Skill India,Employment,False,319
64,Other,Delhi,General,524818.36,Retired,Retired,Secondary,3,2.72,False,False,PM Kisan,Agriculture,False,320
64,Other,Delhi,General,524818.36,Retired,Retired,Secondary,3,2.72,False,False,Post Matric Scholarship,Education,False,320
64,Other,Delhi,General,524818.36,Retired,Retired,Secondary,3,2.72,False,False,Ayushman Bharat,Healthcare,False,320
64,Other,Delhi,General,524818.36,Retired,Retired,Secondary,3,2.72,False,False,PM Awas Yojana,Housing,False,320
64,Other,Delhi,General,524818.36,Retired,Retired,Secondary,3,2.72,False,False,Skill India,Employment,False,320
51,Male,Delhi,OBC,0.0,Homemaker,Unemployed,Graduate,7,1.76,False,False,PM Kisan,Agriculture,False,321
51,Male,Delhi,OBC,0.0,Homemaker,Unemployed,Graduate,7,1.76,False,False,Post Matric Scholarship,Education,False,321
51,Male,Delhi,OBC,0.0,Homemaker,Unemployed,Graduate,7,1.76,False,False,Ayushman Bharat,Healthcare,False,321
51,Male,Delhi,OBC,0.0,Homemaker,Unemployed,Graduate,7,1.76,False,False,PM Awas Yojana,Housing,False,321
51,Male,Delhi,OBC,0.0,Homemaker,Unemployed,Graduate,7,1.76,False,False,Skill India,Employment,False,321
38,Female,Maharashtra,ST,1133814.72,Private Employee,Employed,Post Graduate,6,0.0,False,False,PM Kisan,Agriculture,False,322
